person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,actual_loan_status,logistic_prob,tree_prob,logistic_pred,tree_pred
24,0,0,91196,5,0,16000,5,12.42,0.18,2,684,0,0,2.6183531897416174e-05,0.0,0,0
25,1,0,199407,0,0,25000,2,19.74,0.13,4,669,1,0,0.5668324132018782,0.8321334503950876,1,1
24,0,0,94100,0,3,12800,3,11.01,0.14,4,527,0,0,0.00011275419499748891,0.0,0,0
25,1,3,46670,2,3,15000,4,16.45,0.32,3,665,1,1,0.9598776360817658,1.0,1,1
24,0,3,65975,2,0,4000,2,9.99,0.06,4,611,0,0,1.55827733646794e-05,0.0,0,0
32,0,3,48979,11,0,16000,5,11.0,0.33,9,698,0,0,0.00011565528499017832,0.0,0,0
25,1,1,41450,4,3,6000,0,15.58,0.14,2,725,1,1,0.7860612640145482,0.9388794567062748,1,1
24,1,1,241180,3,3,12000,3,12.69,0.05,2,634,1,0,0.22387292735427639,0.48189588189584603,0,0
26,0,3,34463,6,3,5100,1,11.89,0.15,4,649,1,0,0.5575630141004443,0.6225490196078499,1,1
23,0,0,72874,0,0,7000,4,6.54,0.1,2,688,0,0,3.248519039044805e-06,0.0,0,0
24,1,3,78026,3,3,30000,0,14.54,0.38,3,582,1,1,0.9630287533392263,1.0,1,1
22,1,1,41515,2,3,10000,1,10.25,0.24,3,516,0,0,0.0008875819832191717,0.0,0,0
22,1,3,55212,0,0,15000,1,11.36,0.27,2,658,0,0,0.00024202339078200342,0.0,0,0
23,0,4,59425,0,3,3500,5,8.0,0.06,2,622,1,0,0.0725402883556213,0.25027306488019907,0,0
31,1,0,49428,8,0,14000,4,6.03,0.28,10,659,0,0,2.9125959748286924e-05,0.0,0,0
26,1,3,54740,2,3,10000,3,14.11,0.18,2,552,0,0,0.0008751947101008478,0.0,0,0
24,1,0,79471,1,3,9600,0,8.49,0.12,2,651,1,0,0.2554991796558206,0.25027306488019907,0,0
26,1,0,198891,4,0,20000,1,13.22,0.1,4,638,1,0,0.17255667107394584,0.48189588189584603,0,0
25,0,4,59793,2,2,3000,4,11.97,0.05,2,690,1,0,0.13136270848608744,0.48189588189584603,0,0
24,0,4,35866,0,3,8000,2,12.42,0.22,2,628,1,1,0.7808952153025893,0.6225490196078499,1,1
28,1,0,63161,7,0,9000,1,7.51,0.14,7,672,0,0,1.4665195148240733e-05,0.0,0,0
33,1,4,47316,15,3,7500,5,11.01,0.16,5,648,1,1,0.3934835186219535,0.48189588189584603,0,0
29,0,3,60957,5,0,5000,3,10.96,0.08,7,693,0,0,1.290306210274817e-05,0.0,0,0
38,0,3,114016,17,3,5000,4,15.33,0.04,16,609,1,0,0.3564132181148983,0.9388794567062748,0,1
26,1,4,76591,5,3,6000,2,13.23,0.08,2,711,0,0,8.367180652320843e-05,0.0,0,0
22,0,0,72989,0,0,17500,3,7.88,0.24,4,566,0,0,3.7148010474812956e-05,0.0,0,0
31,1,4,59009,5,2,20000,2,10.62,0.34,7,681,1,0,0.7449704822784191,0.4617196702002318,1,0
32,1,3,26711,9,3,4000,0,8.07,0.15,10,581,0,0,0.00014318587890331213,0.0,0,0
24,0,4,127664,1,0,3500,3,7.66,0.03,4,608,1,0,0.030098698408770257,0.25027306488019907,0,0
30,1,1,133395,8,0,14139,3,16.82,0.11,7,690,1,1,0.3810134599129312,0.8321334503950876,0,1
35,0,4,80096,13,3,18000,2,9.99,0.22,8,606,0,0,0.00010093420117833134,0.0,0,0
24,0,0,130690,3,0,9950,1,14.96,0.08,4,585,0,0,9.022175148662959e-05,0.0,0,0
26,0,0,90552,3,3,6000,3,7.88,0.07,2,659,0,0,1.142450068002477e-05,0.0,0,0
40,0,1,73127,16,3,6500,0,11.11,0.09,13,680,1,0,0.253768876157275,0.48189588189584603,0,0
29,1,0,90875,4,3,14000,1,11.61,0.15,5,637,1,0,0.4864217739003475,0.48189588189584603,0,0
24,0,1,51243,0,0,3125,3,8.9,0.06,3,586,0,0,1.2751660028155403e-05,0.0,0,0
25,1,4,29630,0,0,1505,1,10.91,0.05,4,696,0,0,2.257910887110412e-05,0.0,0,0
25,0,1,61019,1,0,18000,0,7.88,0.29,2,668,0,0,6.618323098605012e-05,0.0,0,0
35,0,1,150642,11,0,20000,1,11.49,0.13,5,614,1,0,0.13642049856224864,0.48189588189584603,0,0
26,1,0,57717,3,3,3800,4,13.49,0.07,3,658,0,0,0.00010203352283764172,0.0,0,0
26,1,4,65988,3,0,7000,2,7.49,0.11,3,574,0,0,2.0841265266999375e-05,0.0,0,0
21,0,0,43672,0,0,15000,0,11.01,0.34,4,499,1,0,0.9008179064995788,0.4617196702002318,1,0
22,0,1,32910,0,3,5500,1,13.72,0.17,2,633,0,0,0.0005174718647854818,0.0,0,0
23,0,3,70917,1,0,4000,0,8.0,0.06,3,606,0,0,1.1778817427368567e-05,0.0,0,0
27,0,1,39061,5,3,9000,3,11.48,0.23,8,688,1,1,0.5727761607381784,0.6225490196078499,1,1
34,0,1,64077,9,3,2315,4,7.22,0.04,12,609,1,0,0.05387124638355959,0.25027306488019907,0,0
41,0,3,139079,21,0,20000,4,14.61,0.14,11,554,1,0,0.2734725695437373,0.8321334503950876,0,1
27,0,2,37270,2,3,5000,3,13.72,0.13,8,697,1,0,0.48579050867251217,0.7734082397003778,0,1
22,1,3,55543,3,0,7000,5,7.14,0.13,2,651,0,0,8.355398511399758e-06,0.0,0,0
23,1,3,111322,2,0,10000,5,16.7,0.09,2,589,0,0,0.0001370776955981164,0.0,0,0
27,0,4,48064,3,0,6900,0,12.87,0.14,9,681,1,0,0.35277811762848316,0.48189588189584603,0,0
30,1,3,97120,8,0,6000,1,14.17,0.06,9,632,0,0,6.934125961475671e-05,0.0,0,0
23,0,0,35307,1,3,7000,0,12.73,0.2,2,657,0,0,0.0005104966127043281,0.0,0,0
24,1,3,133247,2,0,12000,3,10.68,0.09,3,602,1,0,0.12355992532880587,0.25027306488019907,0,0
26,1,0,86443,4,3,11600,3,10.99,0.13,2,674,1,0,0.2851983504323777,0.25027306488019907,0,0
23,0,1,53948,2,3,3000,3,11.49,0.06,2,557,0,0,7.617507697907335e-05,0.0,0,0
30,0,1,29899,5,3,6000,4,5.42,0.2,8,582,0,0,4.216023314976494e-05,0.0,0,0
37,1,3,60967,15,3,15000,2,13.22,0.25,11,667,1,0,0.7800542384796332,0.8998646820027069,1,1
29,1,3,86612,7,0,10000,1,14.27,0.12,8,625,1,1,0.46814602132875843,0.7734082397003778,0,1
44,0,3,142342,21,3,2500,3,7.29,0.02,11,657,1,1,0.037641326888653924,0.25027306488019907,0,0
29,0,4,34638,7,3,8803,1,10.01,0.25,10,658,1,1,0.6414599460790406,0.9879879879879879,1,1
29,0,0,62238,2,0,25000,4,11.49,0.4,10,650,0,0,0.0003092250056734813,0.0,0,0
26,1,1,60867,0,0,20000,2,14.75,0.33,4,585,0,0,0.0016984947545176123,0.0,0,0
27,0,4,66667,6,3,20000,0,13.48,0.3,9,629,1,1,0.861142112156887,1.0,1,1
31,1,0,104738,9,2,25000,4,13.57,0.24,10,686,1,0,0.4215108621840451,0.48189588189584603,0,0
25,0,3,97083,4,3,2000,5,11.49,0.02,3,617,0,0,2.2739033373156398e-05,0.0,0,0
37,0,1,29670,16,3,6000,3,11.49,0.2,17,616,1,0,0.6017629213914736,0.6225490196078499,1,1
30,0,1,119597,11,0,6000,1,11.01,0.05,6,643,1,0,0.08965287741569104,0.48189588189584603,0,0
22,1,1,55472,0,3,6200,1,13.79,0.11,3,665,0,0,0.00023727139131495234,0.0,0,0
39,1,3,101992,15,0,4000,1,9.63,0.04,12,504,0,0,3.371245241038822e-05,0.0,0,0
25,0,1,47587,0,3,15000,1,15.34,0.32,3,585,1,1,0.9715258086181731,1.0,1,1
25,0,1,36059,0,3,5000,1,8.9,0.14,4,706,1,0,0.2413280199030689,0.6225490196078499,0,1
23,1,0,156918,3,0,5000,4,8.65,0.03,4,589,0,0,7.1650503432917065e-06,0.0,0,0
25,0,0,25861,4,3,4800,5,8.9,0.19,4,681,1,0,0.2740996894147835,0.6225490196078499,0,1
25,0,0,77829,2,0,14000,0,14.89,0.18,3,668,1,1,0.5615309639319237,0.8321334503950876,1,1
24,1,3,38368,2,3,8000,0,6.78,0.21,4,658,0,0,0.00010212173428917247,0.0,0,0
32,0,4,46968,8,3,10000,4,9.63,0.21,6,661,1,0,0.36585511008390953,0.25027306488019907,0,0
32,1,3,85368,11,2,14400,3,7.88,0.17,10,615,0,0,2.7103467372729786e-05,0.0,0,0
24,1,0,90850,0,3,2000,1,9.99,0.02,4,615,1,0,0.2151183632409794,0.25027306488019907,0,0
23,0,3,85220,1,0,3500,0,5.42,0.04,3,630,0,0,3.3912624051799622e-06,0.0,0,0
21,1,0,75895,0,0,10000,3,7.66,0.13,4,648,0,0,1.0862228603398112e-05,0.0,0,0
31,1,1,172336,7,0,24796,4,14.82,0.14,7,651,1,0,0.18781465828099167,0.8321334503950876,0,1
35,1,3,150959,14,3,8000,1,11.01,0.05,7,634,0,0,4.188619706649461e-05,0.0,0,0
22,1,3,71611,0,3,12000,4,10.37,0.17,3,659,1,0,0.3297732667857774,0.25027306488019907,0,0
28,1,3,19363,5,3,4800,3,10.99,0.25,8,631,1,1,0.8216917001200859,0.9879879879879879,1,1
40,1,4,91446,16,0,14000,5,7.51,0.15,14,699,0,0,4.665040429061403e-06,0.0,0,0
22,1,3,43465,0,3,3250,1,6.54,0.07,3,504,0,0,4.611987775805283e-05,0.0,0,0
30,1,3,38892,5,3,1646,1,12.9,0.04,6,552,1,1,0.5919787588414755,0.6225490196078499,1,1
23,0,3,43423,2,3,9600,5,11.89,0.22,2,592,1,0,0.657270933831787,0.48189588189584603,1,0
29,1,0,77983,7,3,9000,0,11.01,0.12,6,689,1,1,0.36852948729857804,0.48189588189584603,0,0
22,0,4,30128,1,3,2000,1,13.11,0.07,4,645,0,0,0.00011513935909716659,0.0,0,0
21,0,4,23745,0,3,2900,4,8.0,0.12,2,549,1,0,0.25699356424073766,0.9571385451252645,0,1
22,0,1,38377,0,2,4000,0,14.74,0.1,2,664,0,0,0.00022163750431831978,0.0,0,0
22,1,3,56808,0,3,2800,0,10.37,0.05,3,656,1,0,0.2717871427006613,0.25027306488019907,0,0
32,0,4,51166,7,3,8091,3,15.52,0.16,9,635,0,0,0.00044136925285998387,0.0,0,0
23,0,4,98891,0,0,2400,0,6.92,0.02,4,580,0,0,6.404705782918628e-06,0.0,0,0
25,0,3,108911,4,0,20000,5,6.54,0.18,3,569,0,0,5.922786421101931e-06,0.0,0,0
27,0,1,150576,3,0,8000,0,6.76,0.05,6,642,1,0,0.02644193341349826,0.25027306488019907,0,0
28,0,1,15601,3,3,2400,3,12.68,0.15,8,664,1,1,0.5832099446088556,0.9571385451252645,1,1
23,1,3,72780,0,0,7200,0,13.13,0.1,4,583,0,0,0.0001413215563577514,0.0,0,0
22,1,0,73520,0,3,6000,1,11.01,0.08,4,663,0,0,6.301359992881544e-05,0.0,0,0
31,1,1,37635,6,3,2265,0,11.0,0.06,7,632,0,0,9.666016963736808e-05,0.0,0,0
22,0,1,61005,0,3,10000,4,11.71,0.16,3,680,1,0,0.3261481941958103,0.48189588189584603,0,0
26,1,3,279664,3,0,25000,3,14.17,0.09,2,642,0,0,1.8105186356032067e-05,0.0,0,0
40,1,3,211422,20,0,11700,4,8.74,0.06,15,665,0,0,3.2507904064987643e-06,0.0,0,0
28,1,0,92036,4,3,8500,3,11.01,0.09,5,689,1,0,0.20888513224336813,0.48189588189584603,0,0
38,1,0,109086,15,0,9600,2,13.92,0.09,17,657,0,0,4.644870591975754e-05,0.0,0,0
23,0,1,42268,2,3,4000,0,11.49,0.09,4,656,1,0,0.3688008991641244,0.6225490196078499,0,1
31,0,3,123095,8,0,4000,1,7.88,0.03,10,553,1,0,0.053946622556940355,0.25027306488019907,0,0
29,1,4,156929,8,0,18000,0,13.22,0.11,8,733,1,0,0.13368620557286232,0.48189588189584603,0,0
25,1,0,21963,5,3,2500,4,12.53,0.11,4,655,1,0,0.48098684295971017,0.9571385451252645,0,1
50,0,4,43578,28,3,4600,3,12.23,0.11,13,677,1,0,0.32503391123110503,0.48189588189584603,0,0
23,1,4,56749,0,3,16750,0,11.99,0.3,3,668,1,1,0.8671658562888679,1.0,1,1
29,1,1,97141,7,0,22325,5,10.98,0.23,9,723,1,0,0.1190473202474693,0.25027306488019907,0,0
23,0,3,110525,3,0,10000,4,13.43,0.09,2,640,0,0,2.6885590770157245e-05,0.0,0,0
24,1,0,59453,1,1,3500,3,9.32,0.06,4,577,0,0,2.6604850673916563e-05,0.0,0,0
26,1,0,41744,5,3,10800,3,11.12,0.26,3,689,1,1,0.7097338111544288,1.0,1,1
34,1,0,130830,9,0,10000,3,6.91,0.08,8,565,0,0,7.945264523649515e-06,0.0,0,0
24,1,3,68349,3,3,20000,1,14.61,0.29,4,576,1,1,0.9375460906258365,1.0,1,1
37,1,2,601266,13,0,20000,0,13.45,0.03,9,692,1,0,0.07415527814398178,0.48189588189584603,0,0
24,1,1,73205,5,3,6400,0,11.01,0.09,4,728,1,0,0.2569514432587494,0.48189588189584603,0,0
22,0,4,69508,1,0,25000,1,9.01,0.36,2,581,0,0,0.00019768959495637434,0.0,0,0
21,1,1,15083,2,3,4000,3,10.65,0.27,4,505,1,1,0.9299818345716491,1.0,1,1
26,1,0,151101,2,0,24000,1,15.28,0.16,4,596,1,0,0.48225902135271986,0.8321334503950876,0,1
23,0,1,61294,3,0,11400,5,7.29,0.19,2,692,1,0,0.051874166905182574,0.25027306488019907,0,0
21,0,3,110239,0,0,6000,4,9.99,0.05,2,700,1,0,0.031341518242295405,0.25027306488019907,0,0
24,1,3,36691,0,3,3000,3,11.86,0.08,4,655,0,0,8.535148298151794e-05,0.0,0,0
32,1,0,67404,10,0,7000,5,13.08,0.1,8,707,0,0,2.6206783034913253e-05,0.0,0,0
31,0,4,73043,6,0,5100,0,10.75,0.07,8,567,0,0,3.91881778295831e-05,0.0,0,0
22,0,0,89940,0,0,4000,1,7.51,0.04,3,536,1,1,0.06700398389471272,0.25027306488019907,0,0
31,0,3,38123,8,3,7500,4,7.49,0.2,9,577,0,0,7.033694148497375e-05,0.0,0,0
26,0,1,33182,3,3,5761,2,14.79,0.17,6,693,1,1,0.7289479268471749,0.9388794567062748,1,1
24,0,1,93521,0,0,25000,3,15.7,0.27,3,609,1,1,0.6875993942193339,0.932872655478776,1,1
47,1,3,58753,20,0,16750,3,10.62,0.29,12,582,0,0,0.0002674013946488398,0.0,0,0
27,1,1,78799,5,3,16000,5,15.12,0.2,5,599,1,1,0.7627295655132852,0.9388794567062748,1,1
25,0,0,78012,3,3,14400,3,9.62,0.18,2,625,1,0,0.2839874052986399,0.25027306488019907,0,0
30,0,4,53113,11,3,4177,1,13.4,0.08,7,677,0,0,9.167584420918782e-05,0.0,0,0
25,0,1,54845,3,3,3000,3,6.18,0.05,4,571,0,0,1.0355782173961935e-05,0.0,0,0
27,1,1,32936,4,3,1500,1,10.36,0.05,5,636,0,0,5.881064014425489e-05,0.0,0,0
22,1,0,70218,1,3,2400,4,15.23,0.03,3,661,0,0,0.0001054110362917986,0.0,0,0
35,1,1,141606,12,3,15000,4,9.63,0.11,8,561,0,0,3.559189703716752e-05,0.0,0,0
31,1,0,124349,6,2,10000,1,7.9,0.08,10,563,0,0,2.4059050477564533e-05,0.0,0,0
22,0,3,70625,0,3,1500,1,5.42,0.02,2,539,0,0,1.0494821976730336e-05,0.0,0,0
31,0,4,61352,6,0,10500,5,6.45,0.17,8,666,1,0,0.03862575917200632,0.25027306488019907,0,0
29,0,1,40844,4,3,1700,4,15.23,0.04,9,556,0,0,0.00017809451693388966,0.0,0,0
28,1,0,66927,7,3,3600,4,10.04,0.05,5,579,0,0,3.9210170655302084e-05,0.0,0,0
25,0,0,95742,2,3,15000,1,12.18,0.16,3,675,1,1,0.393566239841818,0.48189588189584603,0,0
31,1,3,240814,8,3,15000,2,11.36,0.06,8,567,1,0,0.22097111477260836,0.48189588189584603,0,0
23,1,3,41038,1,3,10000,1,11.99,0.24,4,631,1,0,0.8369634584698963,0.6225490196078499,1,1
23,0,4,93754,0,2,3500,5,5.99,0.04,2,570,0,0,4.86986856632042e-06,0.0,0,0
24,1,0,22514,0,3,4000,0,12.34,0.18,4,488,1,1,0.9296564312800176,0.9571385451252645,1,1
29,1,0,74897,8,0,3000,4,14.84,0.04,7,582,0,0,7.449263503510616e-05,0.0,0,0
30,0,4,51274,8,3,5000,4,11.58,0.1,10,693,1,0,0.1932593374873768,0.48189588189584603,0,0
24,1,3,68940,2,3,10000,2,11.01,0.15,4,654,0,0,0.00011000440551000173,0.0,0,0
29,1,0,149774,5,0,2000,2,5.42,0.01,7,623,1,0,0.018870748329422912,0.25027306488019907,0,0
24,1,3,52563,2,3,10000,3,9.63,0.19,3,651,0,0,0.00011003681726956157,0.0,0,0
34,1,0,60993,9,3,1500,5,13.92,0.02,5,550,0,0,0.0001284819103129355,0.0,0,0
23,1,1,57563,0,3,4000,5,11.8,0.07,4,505,0,0,0.0001302087044062706,0.0,0,0
24,0,1,34132,6,2,7000,3,7.9,0.21,4,525,1,0,0.45455030082333725,0.6225490196078499,0,1
35,1,0,113716,14,0,15000,5,9.88,0.13,10,589,0,0,1.4971637348580855e-05,0.0,0,0
31,0,3,91916,5,0,5000,4,12.41,0.05,9,595,1,1,0.13541339001798466,0.48189588189584603,0,0
36,0,4,60816,18,0,2800,5,11.01,0.05,17,719,1,0,0.02960452819108203,0.48189588189584603,0,0
31,1,3,64590,9,0,3000,1,15.23,0.05,5,575,0,0,0.00017685668038638198,0.0,0,0
29,1,4,40558,8,3,7650,2,19.29,0.19,6,589,1,1,0.9733206070557587,0.9388794567062748,1,1
23,0,4,45457,0,3,10000,0,11.01,0.22,3,708,0,0,0.00020921083543440296,0.0,0,0
24,1,1,61199,0,3,5600,1,11.09,0.09,4,609,0,0,0.00011653657388044055,0.0,0,0
25,0,0,51452,7,2,8000,2,9.63,0.16,2,656,1,0,0.2556636576449269,0.25027306488019907,0,0
29,0,0,73007,8,3,6000,2,14.79,0.08,9,672,0,0,0.00011084126369804364,0.0,0,0
23,0,3,44367,0,0,11724,3,12.77,0.26,3,623,0,0,0.00028663966619467017,0.0,0,0
28,0,4,48740,8,3,5525,1,14.54,0.11,10,711,0,0,0.00013624044551181712,0.0,0,0
22,1,1,65784,2,3,2000,3,18.3,0.03,4,641,1,1,0.7237654240392243,0.9388794567062748,1,1
24,1,3,65918,1,0,8525,3,8.59,0.13,4,605,0,0,2.343115903117679e-05,0.0,0,0
25,0,0,44317,3,3,15000,0,15.05,0.34,2,613,1,1,0.9747026130102682,1.0,1,1
27,0,1,61570,6,0,5000,1,7.51,0.08,5,612,0,0,9.589052860194787e-06,0.0,0,0
28,1,0,109972,5,0,15000,3,7.68,0.14,6,531,0,0,1.8880500873549883e-05,0.0,0,0
40,1,3,219227,20,0,25000,2,16.07,0.11,12,651,1,0,0.20809313555718364,0.8321334503950876,0,1
21,0,3,33426,0,3,5000,5,5.42,0.15,3,507,0,0,3.060649099188235e-05,0.0,0,0
29,0,1,79008,5,0,7000,4,11.01,0.09,10,626,0,0,1.6030449809247203e-05,0.0,0,0
40,1,3,57325,16,3,2800,3,8.75,0.05,10,678,1,0,0.10305550633519556,0.25027306488019907,0,0
21,0,3,18687,0,3,5900,1,12.42,0.32,3,684,1,1,0.9282671217647015,1.0,1,1
24,1,1,37381,2,3,5000,1,8.14,0.13,2,606,0,0,8.38123275938916e-05,0.0,0,0
29,1,1,111378,7,0,3128,3,16.32,0.03,7,637,1,1,0.3763680617197918,0.8321334503950876,0,1
33,1,4,61049,11,3,6000,4,14.96,0.1,5,623,0,0,0.0002533473218865714,0.0,0,0
23,0,3,135636,0,0,12000,4,11.99,0.09,3,646,1,0,0.09004819888581261,0.48189588189584603,0,0
22,0,0,46463,0,0,1950,3,7.37,0.04,3,506,1,0,0.0665628549407218,0.25027306488019907,0,0
48,0,1,169175,26,0,18000,1,9.99,0.11,11,672,1,0,0.04969881360792992,0.25027306488019907,0,0
28,1,3,112889,4,3,8800,5,7.88,0.08,7,632,0,0,1.1657316178611933e-05,0.0,0,0
29,1,0,61281,9,0,10000,4,5.99,0.16,5,664,1,0,0.04825300432439107,0.25027306488019907,0,0
27,0,0,39354,2,0,14000,2,11.89,0.36,7,615,0,0,0.0009014704190989083,0.0,0,0
24,0,1,81416,1,0,16000,5,12.69,0.2,3,540,0,0,0.0001061445016350041,0.0,0,0
23,1,4,27439,0,3,2500,3,11.69,0.09,2,560,0,0,0.00018587873616495823,0.0,0,0
30,0,1,92953,7,3,12000,3,17.27,0.13,10,539,1,1,0.8187411204372683,0.9388794567062748,1,1
30,0,0,181301,7,3,3979,5,9.02,0.02,5,694,0,0,5.511735346320442e-06,0.0,0,0
26,0,1,85244,1,3,10000,0,9.45,0.12,3,609,0,0,6.347593259872223e-05,0.0,0,0
32,0,2,41649,7,0,4000,4,7.49,0.1,6,740,1,0,0.0267188126978803,0.6225490196078499,0,1
30,1,1,34524,9,2,6300,2,11.99,0.18,8,704,1,0,0.5271979371161268,0.6225490196078499,1,1
22,0,0,40674,0,3,5000,1,10.25,0.12,2,659,1,0,0.3300470766734356,0.6225490196078499,0,1
23,1,3,17755,1,2,4000,0,11.01,0.23,3,580,1,1,0.8749385690308846,0.9571385451252645,1,1
31,1,3,116409,8,0,4000,1,10.99,0.03,8,602,0,0,2.4571629259531962e-05,0.0,0,0
27,1,1,38224,3,3,6000,5,13.49,0.16,7,574,0,0,0.00042280889714104667,0.0,0,0
30,0,4,55174,8,0,2500,3,6.76,0.05,10,683,0,0,2.4773890579271337e-06,0.0,0,0
26,1,1,117297,4,3,21000,1,11.01,0.18,3,570,0,0,0.00014326727741534393,0.0,0,0
35,0,4,101867,13,3,7000,1,7.29,0.07,8,698,0,0,8.013627389868838e-06,0.0,0,0
25,1,1,37801,3,3,18000,3,12.34,0.48,6,609,1,1,0.9866967969712979,1.0,1,1
24,0,3,73164,0,3,5891,3,7.26,0.08,3,590,0,0,1.6649499524241997e-05,0.0,0,0
24,0,1,48896,3,3,7500,4,5.79,0.15,4,659,0,0,1.1907641594183124e-05,0.0,0,0
23,1,0,51327,0,3,10000,2,15.58,0.19,3,634,1,1,0.8788953712317956,0.9388794567062748,1,1
28,1,1,71623,6,2,10000,3,7.49,0.14,6,652,0,0,1.9632253415422792e-05,0.0,0,0
22,1,3,33975,1,3,4250,5,10.99,0.13,2,682,0,0,6.932124092565187e-05,0.0,0,0
32,1,1,63339,12,3,4200,1,13.23,0.07,10,663,0,0,0.00011417064686483696,0.0,0,0
24,1,3,45352,3,3,9157,3,11.0,0.2,6,688,0,0,0.0001511754594441392,0.0,0,0
38,0,3,75579,14,0,15000,2,7.88,0.2,12,648,1,0,0.10180477538229335,0.25027306488019907,0,0
24,0,1,61054,0,0,12000,2,11.01,0.2,3,634,1,0,0.3427570958053962,0.48189588189584603,0,0
25,0,1,68080,1,3,6000,2,10.74,0.09,2,686,0,0,3.8254051597357887e-05,0.0,0,0
25,1,0,51262,3,0,4000,2,5.99,0.08,2,588,0,0,9.826990077488109e-06,0.0,0,0
21,1,3,78931,0,0,5000,1,9.99,0.06,4,621,1,0,0.12901709865757677,0.25027306488019907,0,0
25,1,1,60946,4,0,4000,1,13.43,0.07,3,641,0,0,7.681947797008029e-05,0.0,0,0
30,0,3,98069,8,3,18000,1,10.93,0.18,5,614,0,0,9.10806110343694e-05,0.0,0,0
38,0,0,64338,14,3,8000,1,11.01,0.12,15,580,1,0,0.4102219064237833,0.48189588189584603,0,0
31,1,0,104039,7,3,2000,4,5.99,0.02,5,574,1,0,0.057917062573074114,0.25027306488019907,0,0
23,1,1,100106,1,3,14161,4,17.63,0.14,4,642,1,1,0.763521461072669,0.9388794567062748,1,1
22,1,3,70069,0,3,9100,0,11.49,0.13,4,642,0,0,0.00015388321913015822,0.0,0,0
29,0,3,60390,4,0,4000,2,10.78,0.07,5,583,1,0,0.17275659684449782,0.25027306488019907,0,0
26,0,3,71519,3,0,9800,1,11.49,0.14,4,583,1,1,0.3306002080726075,0.48189588189584603,0,0
26,0,3,51783,0,3,4999,0,11.0,0.1,3,616,0,0,0.00011663698231795285,0.0,0,0
29,1,3,126764,6,0,15000,2,14.42,0.12,5,537,0,0,0.00014981514060429316,0.0,0,0
32,0,1,62364,10,3,9000,4,12.99,0.14,5,635,0,0,0.00011913065587281619,0.0,0,0
23,1,0,71377,0,2,5084,2,11.62,0.07,4,633,1,0,0.29164058415270533,0.48189588189584603,0,0
30,0,3,43211,5,2,10000,1,6.04,0.23,9,645,0,0,4.460673714556746e-05,0.0,0,0
22,1,1,60996,1,3,11000,3,11.01,0.18,2,625,0,0,0.00016383842625724527,0.0,0,0
26,1,3,74378,2,3,3000,4,13.24,0.04,4,627,1,0,0.35586446019086415,0.48189588189584603,0,0
22,1,1,58543,1,0,3000,4,11.01,0.05,3,621,0,0,1.973760297546754e-05,0.0,0,0
28,1,0,96927,7,3,3600,0,7.11,0.04,6,641,1,0,0.09972217809806307,0.25027306488019907,0,0
33,1,1,40274,11,3,16750,4,12.53,0.42,5,608,1,1,0.9716614635420341,1.0,1,1
29,0,1,66854,6,3,3000,5,8.2,0.04,9,693,1,0,0.0347253620662934,0.25027306488019907,0,0
26,0,0,29845,0,3,3625,2,11.11,0.12,4,667,1,1,0.38799768772981924,0.6225490196078499,0,1
22,1,4,96861,1,0,1500,0,10.37,0.02,4,661,1,0,0.10400274962634261,0.25027306488019907,0,0
29,1,1,82779,5,3,10000,1,10.65,0.12,5,629,0,0,9.407280086335646e-05,0.0,0,0
45,1,3,107204,22,3,15000,2,14.83,0.14,12,658,0,0,0.0002035041176423713,0.0,0,0
32,0,3,369446,8,2,11000,5,14.26,0.03,10,643,1,0,0.12510185358885,0.4635761589403981,0,0
27,1,1,109036,6,3,9000,0,13.49,0.08,7,625,0,0,0.00015666060509753193,0.0,0,0
21,0,1,10727,0,3,1200,3,15.23,0.11,2,656,0,0,0.00031190192062015206,0.0,0,0
23,1,1,41657,2,3,10000,3,15.07,0.24,4,677,1,1,0.8814472559903879,0.9388794567062748,1,1
21,0,3,78958,0,0,2200,0,12.42,0.03,3,646,0,0,2.832581730303723e-05,0.0,0,0
24,0,0,54809,4,3,7800,4,10.63,0.14,4,673,0,0,4.41019059185969e-05,0.0,0,0
34,0,0,58825,9,0,8400,1,11.71,0.14,10,674,1,0,0.2370951622289268,0.48189588189584603,0,0
30,1,1,52826,2,0,11370,0,9.07,0.22,6,697,1,0,0.34361376080456174,0.25027306488019907,0,0
28,1,4,50752,8,0,7750,5,12.21,0.15,9,546,1,0,0.40472040133920717,0.48189588189584603,0,0
22,1,0,24718,0,3,5000,5,11.86,0.2,2,658,1,0,0.6644967148248709,0.6225490196078499,1,1
24,0,0,51531,2,0,2000,4,11.28,0.04,2,593,0,0,1.8416402091739422e-05,0.0,0,0
28,1,3,36661,4,3,8875,1,7.12,0.24,7,635,0,0,0.00016124919185054421,0.0,0,0
32,1,1,75176,9,0,15000,5,13.57,0.2,7,633,0,0,0.00011137990476692732,0.0,0,0
28,1,3,34790,6,3,5460,3,12.19,0.16,5,556,0,0,0.00044789405281432925,0.0,0,0
36,0,3,132990,9,0,25000,0,10.99,0.19,12,565,0,0,4.3212975825227154e-05,0.0,0,0
27,1,0,79604,3,3,11080,2,9.19,0.14,6,641,1,0,0.27071055576295905,0.25027306488019907,0,0
24,1,0,156798,0,0,13000,5,12.77,0.08,4,668,0,0,1.5778079791124e-05,0.0,0,0
